brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Ρύποι(co2),Μέγεθοςζάντας,Κλάσηρύπων,Κατανάλωση,Πινακίδα,Κίνηση,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Σύνολοκατόχων,Αερόσακοι,Παράδοσηστοσπίτι,Χρηματοδότηση,Τέληκυκλοφορίας,Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Τιμήπολύτεκνου
Seat,Altea,2005,Seat Altea '05 ΠΡΟΣΦΟΡΑ,SeatAlteaΠΡΟΣΦΟΡΑ!!!'05,331340107,3.300€,Μεταχειρισμένο,Αλλο,8/2005,325.546χλμ,Βενζίνη,1.595cc,105bhp,Χειροκίνητο,Κόκκινοσκούρο,Γκρι,Ύφασμα,,,16ίντσες,,,Ζυγό,,5,5,3ώρεςπριν,4271,www.car.gr/331340107,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,10,,"60,03€/μήνα",,,,,,,
Audi,A3,2007,Audi A3 '07 SPORTBACK,AudiA3SPORTBACK'07,333241446,6.990€,Μεταχειρισμένο,Κουπέ-Σπόρ,3/2007,165.000χλμ,Βενζίνη,1.598cc,115bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,5/2025,,17ίντσες,,,Άγνωστο,,3,5,22ώρεςπριν,996,www.car.gr/333241446,6973896961,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",2,8,,,280€,,,,,,
Honda,Jazz,2011,Honda Jazz '11 ΜΕ ΕΓΓΥΗΣΗ !! AUTOMATIC ΑΡΙΣΤΟ !! CRS,HondaJazzΜΕΕΓΓΥΗΣΗ!!AUTOMATICΑΡΙΣΤΟ!!CRSMOTORS'11,332828656,10.990€,Μεταχειρισμένο,Αλλο,2/2011,135.271χλμ,Βενζίνη,1.339cc,100bhp,Αυτόματο,Γαλάζιο,,Ύφασμα,,,,Euro5,,Άγνωστο,Προσθιοκίνητο(FWD),5,5,1ημέραπριν,45,www.car.gr/332828656,"2106617085,2106617086","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opel,Astra,2016,Opel Astra '16 New Dynamic Pack Cdti,OpelAstraNewDynamicPackCdtiEuro6'16,333624134,13.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2016,112.000χλμ,Πετρέλαιο,1.600cc,136bhp,Χειροκίνητο,Μαύρο,Μαύρο,Δέρμα-ύφασμα,,99g/km,17ίντσες,Euro6,"4,40(Μικτό)λ/100χλμ",Ζυγό,Προσθιοκίνητο(FWD),5,5,2ώρεςπριν,167,www.car.gr/333624134,"2109612100,2106219600","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"263,03€/μήνα",90€,,,,,,
Mercedes-Benz,Vito,2020,Mercedes-Benz Vito '20 Tourer Long 9seats Cdi Navi/Εμπεριέχει ανάλυση,Mercedes-BenzVitoTourerLong9seatsCdiNavi/ΕμπεριέχειανάλυσηΦΠΑ'20,331339467,48.850€,Μεταχειρισμένο,Van/MiniBus,7/2020,66.000χλμ,Πετρέλαιο,1.800cc,102bhp,Χειροκίνητο,Ασπρο,Μαύρο,Δέρμα,,171g/km,16ίντσες,Euro6d,"6,50(Μικτό)λ/100χλμ",Άγνωστο,Πισωκίνητο(RWD),5,9,2ώρεςπριν,662,www.car.gr/331339467,"2109612100,2106219600","['{Abs', '{Bluetooth', '{Cd player', '{Cruise control', '{Eco start\\u002Fstop', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Navigation - gps', '{Ανταλλαγή με car δεκτή', '{Απόσυρσης-δικαίωμα', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κάμερα οπισθοπορείας', '{Καθίσματα 7 +', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Συρόμενη πόρτα δεξιά', '{value:c', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",,6,,"952,49€/μήνα",419€,,,,,,€42.000
Fiat,Punto,2011,Fiat Punto '11 ΠΡΟΣΦΟΡΑ,FiatPuntoΠΡΟΣΦΟΡΑ!!!'11,333647600,6.500€,Μεταχειρισμένο,Αλλο,2/2011,225.780χλμ,Βενζίνη,1.368cc,105bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,16ίντσες,,,Μονό,,3,5,3ώρεςπριν,750,www.car.gr/333647600,"2109914855,2109624724,6988615716","['{Abs', '{Cd player', '{Eco start\\u002Fstop', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Ανταλλαγή με car δεκτή', '{Ανταλλαγή με μοτο', '{Ατρακάριστο', '{Βιβλίο service', '{Ελληνικής αντιπροσωπείας', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Πιστωτική κάρτα δεκτή', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",,4,,"118,25€/μήνα",,,,,,,
Fiat,Punto,2006,Fiat Punto,FiatPunto'06,333744173,5.450€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2006,220.000χλμ,Πετρέλαιο,1.300cc,75bhp,Χειροκίνητο,Κόκκινο,Γκρι,Ύφασμα,9/2023,,15ίντσες,,"5,50(Εντός)/6,50(Εκτός)/6(Μικτό)λ/100χλμ",Ζυγό,Προσθιοκίνητο(FWD),3,5,3ημέρεςπριν,232,www.car.gr/333744173,6949040062,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Immobilizer', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Φώτα led']",,6,,,135€,,,,,,
Ford,C-Max,2005,Ford C-Max '05 ΠΡΟΣΦΟΡΑ,FordC-MaxΠΡΟΣΦΟΡΑ!!!'05,330623355,3.500€,Μεταχειρισμένο,Αλλο,2/2005,213.230χλμ,Βενζίνη,1.999cc,145bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Γκρι,Ύφασμα,,,16ίντσες,,,Μονό,,5,5,3ώρεςπριν,2035,www.car.gr/330623355,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Cruise control', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"63,67€/μήνα",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes-Benz,Citan,2013,Mercedes-Benz Citan '13 MAXI 109 ΜΟΝΑΔΑ,Mercedes-BenzCitanMAXI109ΜΟΝΑΔΑABS-DPF-ΜΙΖΑ'13,333294903,7.400€Μεζημιά,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,10/2013,223.000χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Ασπρο,Γκρι,,5/2025,,,Euro5,,Χωρίς,,5,2,11λεπτάπριν,29,www.car.gr/333294903,"6949459581,6998070020,2495771629","['{Abs', '{Esp', '{Immobilizer', '{Turbo', '{Ατρακάριστο', '{Εισαγωγής', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Προβολείς ομίχλης', '{Συρόμενη πόρτα δεξιά', '{Υδραυλικό τιμόνι']",1,2,,,105€,,,,,,
Citroen,C3,2012,Citroen C3 '12 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ,CitroenC3ΠΕΤΡΕΛΑΙΟΠΡΟΣΦΟΡΑ!!!'12,333441429,6.750€,Μεταχειρισμένο,Αλλο,8/2012,191.500χλμ,Πετρέλαιο,1.398cc,70bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,15ίντσες,,,Ζυγό,,5,5,3ώρεςπριν,1008,www.car.gr/333441429,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"122,80€/μήνα",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dacia,Spring,2023,Dacia Spring '23 EXTREME ΠΡΟΣΦΟΡΑ ΜΕΧΡΙ,DaciaSpringEXTREMEΠΡΟΣΦΟΡΑΜΕΧΡΙ30/6'23,334344645,21.188€,,Αλλο,8/2023Καινούριο,,Ηλεκτρικό,,65bhp,Αυτόματο,Άλλο,,Δέρμα,,,,,,Άγνωστο,,5,4,6ώρεςπριν,829,www.car.gr/334344645,"2109578933,2109532005,6941668010","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Usb', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"318,75€/μήνα",,48kw,310χλμ,,27kwh,1ώρες,
Kia,Ceed,2008,Kia Ceed '08 ΠΡΟΣΦΟΡΑ,KiaCeedΠΡΟΣΦΟΡΑ!!!'08,332713295,6.350€,Μεταχειρισμένο,Αλλο,7/2008,187.511χλμ,Βενζίνη,1.396cc,109bhp,Χειροκίνητο,Γαλάζιο(Μεταλλικό),Γκρι,Ύφασμα,,,16ίντσες,,,Ζυγό,,5,5,3ώρεςπριν,1409,www.car.gr/332713295,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,10,,"115,52€/μήνα",,,,,,,
Renault,Captur,2016,"Renault Captur '16 Τce 10,590 ME AΠΟΣΥΡΣΗ Η ΜΕ","RenaultCapturΤce10,590MEAΠΟΣΥΡΣΗΗΜΕ180e/ΜΗΝΑ.ΕΛΛΗΝΙΚΟ'16",332930598,10.590€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2016,120.000χλμ,Βενζίνη,900cc,90bhp,Χειροκίνητο,Γαλάζιο(Μεταλλικό),Δίχρωμο,Ύφασμα,,113g/km,16ίντσες,Euro6,,Μονό,Προσθιοκίνητο(FWD),5,5,38λεπτάπριν,1446,www.car.gr/332930598,"2114115462,6934702481,6934702481","['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Usb', '{Ανταλλαγή με car δεκτή', '{Απόσυρσης-δικαίωμα', '{Ατρακάριστο', '{Βιβλίο service', '{Ελληνικής αντιπροσωπείας', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Τηλέφωνο', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,6,,"212,58€/μήνα",110€,,,,,,
Fiat,Doblo,2014,Fiat Doblo '14 1.3mjet Euro5 ΝΕΟ,FiatDoblo1.3mjetEuro5ΝΕΟΜΟΤΕΡ'14,328978053,8.400€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,11/2014,1.111χλμ,Πετρέλαιο,1.300cc,90bhp,Χειροκίνητο,Ασπρο,Γκρι,,4/2025,,,Euro5,,Χωρίς,Προσθιοκίνητο(FWD),5,2,3ώρεςπριν,479,www.car.gr/328978053,"6974819859,6949459581,2495771629","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Συρόμενη πόρτα δεξιά', 'Υδραυλικό τιμόνι']",1,2,,,105€,,,,,,
