brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Επένδυσησαλονιού,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρώμαεσωτερικού,Μέγεθοςζάντας,Τέληκυκλοφορίας,Κίνηση,Χρηματοδότηση,Ρύποι(co2),Κλάσηρύπων,Σύνολοκατόχων,Αερόσακοι,Κτέομέχρι,Παράδοσηστοσπίτι,Κατανάλωση
Jaguar,XF,2017,Jaguar XF '17  Rsport Auto Diesel 180ps!Γραμμάτια μεταξύ,JaguarXFRsportAutoDiesel180ps!Γραμμάτιαμεταξύμας!'17,327801950,34.998€,Μεταχειρισμένο,Λιμουζίνα/Sedan,4/2017,149.000χλμ,Πετρέλαιο,1.999cc,180bhp,Αυτόματο,Μαύρο,,Ζυγό,4,5,3ημέρεςπριν,1622,www.car.gr/327801950,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,19ίντσες,111€,,,114g/km,Euro6,,,,,
Volkswagen,Polo,2017,Volkswagen Polo '17  1.4 TDI,VolkswagenPolo1.4TDIComfortline'17,333950411,11.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2017,104.384χλμ,Πετρέλαιο,1.400cc,75bhp,Χειροκίνητο,Ασπρο,,Μονό,5,5,9ώρεςπριν,213,www.car.gr/333950411,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,,,
Toyota,Aygo,2016,Toyota Aygo '16  1.0 business,ToyotaAygo1.0businessx-shift'16,329641196,10.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2016,59.807χλμ,Βενζίνη,999cc,72bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Άγνωστο,5,5,10λεπτάπριν,3128,www.car.gr/329641196,2102795534,"['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Usb', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κάμερα οπισθοπορείας', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Προβολείς ομίχλης', '{Ράδιοκασετ\\u002Fνο', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",,,87€,,,92g/km,Euro6,1,,12/2024,,"4,60(Εντός)/3,60(Εκτός)/4,10(Μικτό)λ/100χλμ"
Citroen,C3,2017,Citroen C3 '17  PureTech 82,CitroenC3PureTech82Live'17,330984063,12.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2017,59.899χλμ,Βενζίνη,1.199cc,82bhp,Χειροκίνητο,Πράσινο(Μεταλλικό),,Μονό,5,5,9ώρεςπριν,842,www.car.gr/330984063,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Tcs - asr', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,,,
Peugeot,Partner,2018,Peugeot Partner '18 BlueHDi 3ΘΕΣΙΟ EURO 6,PeugeotPartnerBlueHDi3ΘΕΣΙΟEURO6'18,333592068,10.200€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,1/2018,108.400χλμ,Πετρέλαιο,1.600cc,90bhp,Χειροκίνητο,Ασπρο,Ύφασμα,Άγνωστο,6,3,6ώρεςπριν,224,www.car.gr/333592068,"6947972820,6947972820","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Συρόμενη πόρτα αριστερά', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Μαύρο,15ίντσες,105€,Προσθιοκίνητο(FWD),,,Euro6d,1,6,1/2025,Ναι,
Dacia,Sandero,2015,Dacia Sandero '15  STEPWAY DIESEL,DaciaSanderoSTEPWAYDIESELNAVI'15,333033189,10.495€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2015,186.636χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Γκρι,Ύφασμα,Χωρίς,5,5,3ημέρεςπριν,435,www.car.gr/333033189,"2310705705,6945851831","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Γραμμάτια δεκτά', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,16ίντσες,103€,Προσθιοκίνητο(FWD),,105g/km,,,,,,
Mercedes-Benz,GLA180,2017,Mercedes-Benz GLA 180 '17  Urban,Mercedes-BenzGLA180Urban7G-DCT'17,331046642,26.500€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2017,125.874χλμ,Πετρέλαιο,1.461cc,109bhp,Αυτόματο,Γκρι(Μεταλλικό),,Μονό,5,5,9ώρεςπριν,1521,www.car.gr/331046642,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,18ίντσες,,,,,Euro6,1,,,,
Hyundai,i20,2015,Hyundai i 20 '15  1.4 CRDi GLS COMFORT,Hyundaii201.4CRDiGLSCOMFORTPLUS'15,329311527,10.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2015,141.836χλμ,Πετρέλαιο,1.396cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,1481,www.car.gr/329311527,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,,,,,,Euro6,1,,,,
Hyundai,i30,2016,Hyundai i 30 '16  1.6 CRDi blue,Hyundaii301.6CRDiblueStyle'16,329777378,11.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2016,103.951χλμ,Πετρέλαιο,1.582cc,110bhp,Χειροκίνητο,Χρυσαφί(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,3025,www.car.gr/329777378,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Yaris,2009,Toyota Yaris,ToyotaYaris'09,331950906,7.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2009,139.000χλμ,Βενζίνη,1.300cc,101bhp,Χειροκίνητο,Μαύρο,,Άγνωστο,5,5,3ώρεςπριν,3750,www.car.gr/331950906,6970017001,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,15ίντσες,135€,,,,Euro4,1,4,,,
Peugeot,Partner,2018,Peugeot Partner '18 BlueHDi 3ΘΕΣΙΟ,PeugeotPartnerBlueHDi3ΘΕΣΙΟ'18,332182917,9.800€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,11/2018,123.500χλμ,Πετρέλαιο,1.600cc,90bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Ύφασμα,Άγνωστο,5,3,6ώρεςπριν,1254,www.car.gr/332182917,"6947972820,6947972820","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Συρόμενη πόρτα αριστερά', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Μαύρο,14ίντσες,80€,,,,Euro6d,1,4,1/2025,Ναι,
