brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Χρηματοδότηση,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Ρύποι(co2),Κλάσηρύπων,Μέγεθοςζάντας,Τέληκυκλοφορίας,Κατανάλωση,Πινακίδα,Σύνολοκατόχων,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Παράδοσηστοσπίτι,Kilowatt
LandRover,RangeRoverEvoque,2019,Land Rover Range Rover Evoque '19 Mild hybrid D180 SE,LandRoverRangeRoverEvoqueMildhybridD180SE'19,323363108,55.000€,"821,76€/μήνα",Μεταχειρισμένο,4χ4/Τζιπ/Suv,11/2019,59.000χλμ,Πετρέλαιο,1.998cc,180bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,11/2022,145g/km,Euro6d-temp,20ίντσες,268€,"6(Εντός)/7(Εκτός)/6,50(Μικτό)λ/100χλμ",Άγνωστο,1,4x4(4WD),10,5,5,10ώρεςπριν,13179,www.car.gr/323363108,"6948835645,6972821014","['Δεξιοτίμονα', 'Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,Cayenne,2015,Porsche Cayenne '15 E Hybrid S,PorscheCayenneEHybridS'15,325829009,57.900€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2015,87.000χλμ,Υβριδικόplug-inβενζίνη,3.000cc,416bhp,Αυτόματο,Ασημί(Μεταλλικό),Μαύρο,Δέρμα,6/2023,65g/km,Euro6,20ίντσες,0€,7(Εντός)/9(Εκτός)/8(Μικτό)λ/100χλμ,Ζυγό,1,4x4(4WD),10,5,5,10ώρεςπριν,4466,www.car.gr/325829009,"6948835645,6972821014","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αερανάρτηση', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",40χλμ,6ώρες,1ώρες,90kwh,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Pixo,2010,Nissan Pixo '10 *ANDREADIS,NissanPixo*ANDREADISCARS*'10,333631402,5.990€,"134,46€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2010,130.000χλμ,Βενζίνη,1.000cc,80bhp,Χειροκίνητο,Κόκκινο,,,,,,,,,Μονό,,,,5,4,1ημέραπριν,362,www.car.gr/333631402,"2114188539,6932899838",[],,,,,,
Bmw,220ActiveTourer,2022,Bmw 220 Active Tourer '22 M,Bmw220ActiveTourerMSPORT'22,332999420,36.800€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2022,20.200χλμ,Υβριδικόβενζίνη,1.499cc,175bhp,Αυτόματο,Ασπρο(Μεταλλικό),Μαύρο,Alcantara,,,,18ίντσες,,,Ζυγό,2,Προσθιοκίνητο(FWD),,5,5,2ώρεςπριν,5740,www.car.gr/332999420,6974306540,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Φώτα led']",,,,,,
Toyota,Yaris,2018,Toyota Yaris '18 Team,ToyotaYarisTeamD'18,333956769,17.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2018,42.700χλμ,Υβριδικόβενζίνη,1.498cc,101bhp,Αυτόματο,Ασπρο(Μεταλλικό),Ασπρο,Ύφασμα,5/2025,1g/km,Euro6,15ίντσες,0€,5(Εντός)/5(Εκτός)/5(Μικτό)λ/100χλμ,Μονό,1,Προσθιοκίνητο(FWD),8,4,5,2ώρεςπριν,1665,www.car.gr/333956769,6984521020,"['Abs', 'Bluetooth', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led']",,,,,,
Opel,Corsa,2016,Opel Corsa '16 TURBO _Book Service 52 Km -EURO,OpelCorsaTURBO_BookService52Km-EURO6-'16,332875967,12.500€,"227,53€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2016,52.000χλμ,Βενζίνη,1.364cc,105bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Ύφασμα,,,Euro6,,,"4,40(Μικτό)λ/100χλμ",Άγνωστο,1,Προσθιοκίνητο(FWD),8,5,5,7ώρεςπριν,475,www.car.gr/332875967,"2102843056,2102843455","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,
Opel,Corsa,2015,Opel Corsa '15 1000cc _Book Service 99 Km ! ΑΡΙΣΤΟ ! EURO,OpelCorsa1000cc_BookService99Km!ΑΡΙΣΤΟ!EURO6'15,328425225,8.900€,"142,93€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2015,99.000χλμ,Βενζίνη,1.000cc,80bhp,Χειροκίνητο,Ασπρο,,Ύφασμα,,,Euro6,,,"3,90(Μικτό)λ/100χλμ",Άγνωστο,1,Προσθιοκίνητο(FWD),8,5,5,7ώρεςπριν,1068,www.car.gr/328425225,"2102843056,2102843455","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,
Mini,Countryman,2020,Mini Countryman '20 SE Hybrid Panorama,MiniCountrymanSEHybridPanorama'20,331266849,43.900€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,9/2020,31.200χλμ,Υβριδικόplug-inβενζίνη,1.499cc,220bhp,Αυτόματο,Πράσινο(Μεταλλικό),Μπεζ,Δέρμα,9/2023,41g/km,Euro6d-temp,19ίντσες,0€,"3,80(Εντός)/3,50(Εκτός)/3,60(Μικτό)λ/100χλμ",Άγνωστο,9,4x4(4WD),10,5,5,4ώρεςπριν,2496,www.car.gr/331266849,"6948835645,6972821014","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Head-up display', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led', 'Φώτα που στρίβουν']",52χλμ,6ώρες,1ώρες,90kwh,,
Mini,Countryman,2020,Mini Countryman '20 Cooper SE Hybrid Petr,MiniCountrymanCooperSEHybridPetrPanorama'20,331208868,39.900€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2020,30.800χλμ,Υβριδικόplug-inβενζίνη,1.499cc,220bhp,Αυτόματο,Γκρι(Μεταλλικό),Δίχρωμο,Δέρμα-ύφασμα,10/2023,41g/km,Euro6d-temp,18ίντσες,0€,"3,50(Εντός)/3,80(Εκτός)/3,60(Μικτό)λ/100χλμ",Άγνωστο,1,4x4(4WD),10,5,5,4ώρεςπριν,3031,www.car.gr/331208868,"6948835645,6972821014","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",53χλμ,6ώρες,1ώρες,90kwh,,
Opel,Agila,2011,Opel Agila '11 AUTOMATIC ! 5ΘΥΡΟ _ 83 Km Book Service,OpelAgilaAUTOMATIC!5ΘΥΡΟ_83KmBookService!'11,334258038,9.900€,"158,99€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2011,83.000χλμ,Βενζίνη,1.242cc,96bhp,Αυτόματο,Πράσινο(Μεταλλικό),,Ύφασμα,,,,15ίντσες,,"4,70(Μικτό)λ/100χλμ",Άγνωστο,1,Προσθιοκίνητο(FWD),6,5,5,7ώρεςπριν,158,www.car.gr/334258038,"2102843056,2102843455","['Abs', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,
Bmw,440,2020,Bmw 440 '20 M440i coupe xDrive,Bmw440M440icoupexDrive'20,327407957,78.900€,"1.178,85€/μήνα",Μεταχειρισμένο,Κουπέ-Σπόρ,10/2020,32.860χλμ,Βενζίνη,2.998cc,385bhp,Αυτόματο,Ασπρο(Μεταλλικό),Μπεζ,Δέρμα,10/2023,157g/km,Euro6d-temp,19ίντσες,290€,"8,50(Εντός)/9,50(Εκτός)/9(Μικτό)λ/100χλμ",Άγνωστο,1,4x4(4WD),8,2,4,4ώρεςπριν,20984,www.car.gr/327407957,"6948835645,6972821014","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Head-up display', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Εισαγωγής', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led', 'Φώτα που στρίβουν']",,,,,,
Opel,Astra,2016,Opel Astra '16 *ANDREADIS CARS*ΑΥΤΟΜΑΤΟ-EURO,OpelAstra*ANDREADISCARS*ΑΥΤΟΜΑΤΟ-EURO6-DIESEL'16,333841639,12.990€,"291,59€/μήνα",Μεταχειρισμένο,Κόμπι/Kάραβαν,9/2016,170.000χλμ,Πετρέλαιο,1.600cc,136bhp,Αυτόματο,Ασημί,,,,,Euro6,,,,Μονό,,,,5,5,2ημέρεςπριν,111,www.car.gr/333841639,"2114188539,6932899838",[],,,,,,
Bmw,225,2017,Bmw 225 '17 XE M Sport Panorama,Bmw225XEMSportPanorama'17,328355704,29.400€,,Μεταχειρισμένο,Αλλο,8/2017,59.300χλμ,Υβριδικόplug-inβενζίνη,1.496cc,224bhp,Αυτόματο,Ασπρο,Μαύρο,Δέρμα,3/2024,49g/km,Euro6c,18ίντσες,0€,"4,60(Εντός)/5(Εκτός)/4,80(Μικτό)λ/100χλμ",Άγνωστο,1,4x4(4WD),10,5,5,4ώρεςπριν,2568,www.car.gr/328355704,"6948835645,6972821014","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Head-up display', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",42χλμ,6ώρες,1ώρες,90kwh,,
Mini,ONE,2015,Mini ONE '15 1200cc _84 Km Book Service Mini ! EURO,MiniONE1200cc_84KmBookServiceMini!EURO6'15,331649326,13.999€,"224,81€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2015,84.000χλμ,Βενζίνη,1.200cc,105bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,Euro6,15ίντσες,,4(Μικτό)λ/100χλμ,Άγνωστο,1,Προσθιοκίνητο(FWD),8,3,5,7ώρεςπριν,621,www.car.gr/331649326,"2102843056,2102843455","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,,,,
